# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_32	cds	3605	5107	-	COILCL_04983	mglA	Putative ABC transport system ATPase component	COG:COG1129, COG:G, RefSeq:WP_016946818.1, SO:0001217, UniParc:UPI0002DC0B50, UniRef:UniRef100_A0A9Q7T546, UniRef:UniRef50_S0DFM2, UniRef:UniRef90_A0A2L1C1R0
contig_32	cds	5271	6359	+	COILCL_04984	gldA	oxidoreductase	COG:C, COG:COG0371, EC:1.1.1.-, GO:0016491, GO:0046872, KEGG:K08317, RefSeq:WP_032435502.1, SO:0001217, UniParc:UPI00044F7B00, UniRef:UniRef100_A0AAX2N7J5, UniRef:UniRef50_A0A486LAG5, UniRef:UniRef90_A0A486LAG5
contig_32	cds	6417	7160	+	COILCL_04985	fabG	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [enterobactin] siderophore	COG:COG1028, COG:I, RefSeq:WP_032435503.1, SO:0001217, UniParc:UPI00044C1FCA, UniRef:UniRef100_A0AAX2N8H6, UniRef:UniRef50_A0A3L9RU33, UniRef:UniRef90_A0A3L9RU33
contig_32	cds	7344	7646	+	COILCL_04986	relE	Type II toxin-antitoxin system RelE/ParE family toxin	COG:COG2026, COG:V, RefSeq:WP_032435506.1, SO:0001217, UniParc:UPI00044E15B6, UniRef:UniRef100_A0A919HSB4, UniRef:UniRef50_A0A0H3GPS1, UniRef:UniRef90_A0A0H3GPS1
contig_32	cds	7621	8025	+	COILCL_04987	hipB	HTH cro/C1-type domain-containing protein	COG:COG1396, COG:K, RefSeq:WP_004176911.1, SO:0001217, UniParc:UPI000218636E, UniRef:UniRef100_A0A377Z790, UniRef:UniRef50_V5TWE0, UniRef:UniRef90_A0A8B6ILV6
contig_32	cds	8022	8219	-	COILCL_04988	ybdD	YbdD/YjiX family protein	COG:COG2879, COG:S, RefSeq:WP_002893903.1, SO:0001217, UniParc:UPI0001813D0E, UniRef:UniRef100_A0A0H3GJV4, UniRef:UniRef50_A0A375EDV7, UniRef:UniRef90_A0A0H3GJV4
contig_32	cds	8324	10429	-	COILCL_04989	cstA	pyruvate/proton symporter CstA	COG:CE, COG:COG1966, GO:0005477, GO:0005886, GO:0006849, GO:0009267, GO:0015031, GO:0015833, GO:0031669, RefSeq:WP_032435508.1, SO:0001217, UniParc:UPI00044F803A, UniRef:UniRef100_A0AAX3F1Z3, UniRef:UniRef50_P39396, UniRef:UniRef90_P15078
contig_32	cds	10786	11199	-	COILCL_04990	entH	proofreading thioesterase EntH	COG:COG2050, COG:Q, EC:3.1.2.-, GO:0005829, GO:0009239, GO:0061522, KEGG:K24147, RefSeq:WP_023302190.1, SO:0001217, UniParc:UPI0003051189, UniRef:UniRef100_A0A332ER57, UniRef:UniRef50_A6T644, UniRef:UniRef90_A6T644
contig_32	cds	11200	11955	-	COILCL_04991	entA	2,3-dihydroxybenzoate-2,3-dehydrogenase	COG:COG1028, COG:I, EC:1.3.1.28, GO:0008667, GO:0019290, RefSeq:WP_002893888.1, SO:0001217, UniParc:UPI000218636C, UniRef:UniRef100_A0A0H3GPR7, UniRef:UniRef50_A0A229V6E8, UniRef:UniRef90_A0A229V6E8, VFDB:VFC0272, VFDB:VFG048409
contig_32	cds	11955	12806	-	COILCL_04992	entB	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	BlastRules:WP_001007138, BlastRules:WP_004210873, COG:COG3433, COG:IQ, EC:3.3.2.1, EC:6.3.2.14, KEGG:K01252, RefSeq:WP_004183356.1, SO:0001217, UniParc:UPI000205C9E2, UniRef:UniRef100_A0A377Z6V8, UniRef:UniRef50_P0ADI4, UniRef:UniRef90_A0A0F1TFJ7
contig_32	cds	12820	14427	-	COILCL_04993	entE	enterobactin synthase subunit E	COG:COG1021, COG:Q, EC:6.2.1.71, GO:0008668, GO:0019290, RefSeq:WP_004147529.1, SO:0001217, UniParc:UPI000205C9E3, UniRef:UniRef100_A0A1W1J8Y2, UniRef:UniRef50_P10378, UniRef:UniRef90_A0A483N3E8, VFDB:VFC0272, VFDB:VFG048429
contig_32	cds	14437	15612	-	COILCL_04994	entC	isochorismate synthase	COG:COG1169, COG:HQ, EC:5.4.4.2, GO:0008909, RefSeq:WP_004176916.1, SO:0001217, UniParc:UPI0001575FF4, UniRef:UniRef100_A0A085DFX7, UniRef:UniRef50_P0AEJ2, UniRef:UniRef90_A0A378FKG0, VFDB:VFC0272, VFDB:VFG048439
contig_32	cds	15801	16760	+	COILCL_04995	fepB	iron-enterobactin transporter periplasmic binding protein	COG:COG4592, COG:P, EC:7.2.2.-, RefSeq:WP_004147526.1, SO:0001217, UniParc:UPI0001575FF3, UniRef:UniRef100_A0A377Z504, UniRef:UniRef50_A0A2X3EZC5, UniRef:UniRef90_A0A2X3EZC5, VFDB:VFC0272, VFDB:VFG048449
contig_32	cds	16904	18145	-	COILCL_04996	entS	enterobactin exporter EntS	COG:COG2814, COG:G, GO:0042930, GO:0042931, KEGG:K08225, RefSeq:WP_004147525.1, SO:0001217, UniParc:UPI0001575FF2, UniRef:UniRef100_W9BF22, UniRef:UniRef50_P24077, UniRef:UniRef90_A0A8G1ZWU9, VFDB:VFC0272, VFDB:VFG048459
contig_32	cds	18258	19265	+	COILCL_04997	fepD	iron-enterobactin transporter membrane protein	COG:COG0609, COG:P, EC:7.2.2.-, GO:0016020, GO:0022857, RefSeq:WP_004176917.1, SO:0001217, UniParc:UPI0001A58376, UniRef:UniRef100_W9BNM7, UniRef:UniRef50_A0A7D5H6H1, UniRef:UniRef90_A6T637, VFDB:VFC0272, VFDB:VFG048468
contig_32	cds	19262	20254	+	COILCL_04998	fepG	iron-enterobactin transporter permease	COG:COG4779, COG:P, EC:7.2.2.-, GO:0022857, RefSeq:WP_032435510.1, SO:0001217, UniParc:UPI000449601B, UniRef:UniRef100_A0AAX2NAG4, UniRef:UniRef50_A0A6M5UI09, UniRef:UniRef90_W8VHQ3, VFDB:VFC0272, VFDB:VFG048478
contig_32	cds	20251	21045	+	COILCL_04999	fepC	iron-enterobactin transporter ATP-binding protein	COG:COG1120, COG:PH, EC:7.2.2.-, GO:0005524, RefSeq:WP_002893737.1, SO:0001217, UniParc:UPI0001575FEF, UniRef:UniRef100_A0A0H3GTQ5, UniRef:UniRef50_A0A1E7L0L2, UniRef:UniRef90_A0A1V2BT12, VFDB:VFC0272, VFDB:VFG048488
contig_32	cds	21110	24991	-	COILCL_05000	entF	enterobactin synthase subunit F	COG:COG3319, COG:Q, EC:6.3.2.14, GO:0003824, GO:0009058, GO:0031177, RefSeq:WP_032435512.1, SO:0001217, UniParc:UPI000448E05F, UniRef:UniRef100_A0AAX2N8F9, UniRef:UniRef50_P11454, UniRef:UniRef90_A0A0C7KHQ7, VFDB:VFC0272, VFDB:VFG048498
contig_32	cds	25002	25205	-	COILCL_05001	mbtH	Cytoplasmic protein YbdZ	COG:COG3251, COG:Q, RefSeq:WP_004176919.1, SO:0001217, UniParc:UPI0001575FED, UniRef:UniRef100_A0A378BUU9, UniRef:UniRef50_A0A0K0H886, UniRef:UniRef90_A0A087FH76
contig_32	cds	25233	26441	-	COILCL_05002	fes	enterobactin/ferric enterobactin esterase	COG:COG2382, COG:P, EC:3.1.1.-, EC:3.1.1.108, GO:0005506, GO:0008849, KEGG:K07214, RefSeq:WP_032435514.1, SO:0001217, UniParc:UPI00044A12C5, UniRef:UniRef100_A0AAW9U5W0, UniRef:UniRef50_P13039, UniRef:UniRef90_B5XZY8, VFDB:VFC0272, VFDB:VFG048508
contig_32	cds	26701	28929	+	COILCL_05003	fepA	siderophore enterobactin receptor FepA	BlastRules:WP_012737617, BlastRules:WP_111840001, COG:COG4771, COG:P, RefSeq:WP_032435515.1, SO:0001217, UniParc:UPI00044D2079, UniRef:UniRef100_A0AAX3F281, UniRef:UniRef50_P05825, UniRef:UniRef90_A0A2A5MKS7
contig_32	cds	28996	29619	+	COILCL_05004	entD	enterobactin synthase subunit EntD	EC:2.7.8.7, EC:6.3.2.14, GO:0000287, GO:0008897, GO:0009239, GO:0009366, KEGG:K02362, RefSeq:WP_032435516.1, SO:0001217, UniParc:UPI000451A9AF, UniRef:UniRef100_A0AAW9U7Y9, UniRef:UniRef50_A0A4R4DL66, UniRef:UniRef90_A0A0C7KHN6
contig_32	cds	29670	30605	-	COILCL_05005	tktA2	Transketolase	COG:COG3958, COG:G, RefSeq:WP_032435517.1, SO:0001217, UniParc:UPI0004460DAD, UniRef:UniRef100_A0A919HV18, UniRef:UniRef50_A6VKQ3, UniRef:UniRef90_A0A170IH71
contig_32	cds	30598	31428	-	COILCL_05006	tktA1	Transketolase	COG:COG3959, COG:G, EC:2.2.1.1, KEGG:K00615, RefSeq:WP_002893603.1, SO:0001217, UniParc:UPI000205CDE5, UniRef:UniRef100_A0A0H3GPN6, UniRef:UniRef50_A6VKQ4, UniRef:UniRef90_A0A0J2IAX5
contig_32	cds	31803	32753	+	COILCL_05007	deoR	Sugar-binding domain-containing protein	COG:COG2390, COG:K, RefSeq:WP_002893602.1, SO:0001217, UniParc:UPI0001813861, UniRef:UniRef100_A0A0H3GPH8, UniRef:UniRef50_A0A0T9LM22, UniRef:UniRef90_A0A0J1LK61
contig_32	cds	33103	34623	+	COILCL_05008	glpK	ATP:glycerol 3-phosphotransferase	COG:C, COG:COG0554, EC:2.7.1.30, KEGG:K00864, RefSeq:WP_002893599.1, SO:0001217, UniParc:UPI000241DB90, UniRef:UniRef100_A0A0H3GJT9, UniRef:UniRef50_A0A443VQM8, UniRef:UniRef90_A0A2X3DBK3
contig_32	cds	34783	35718	+	COILCL_05009	rbsB	Periplasmic binding protein domain-containing protein	COG:COG1879, COG:G, RefSeq:WP_004176926.1, SO:0001217, UniParc:UPI00018147BB, UniRef:UniRef100_A0A0B7GE63, UniRef:UniRef50_S1PTQ9, UniRef:UniRef90_S1PTQ9
contig_32	cds	35762	36382	+	COILCL_05010		DUF2291 domain-containing protein	RefSeq:WP_002893596.1, SO:0001217, UniParc:UPI0002410113, UniRef:UniRef100_A0A0H3GL38, UniRef:UniRef50_D8MRC2, UniRef:UniRef90_A0A0H3GL38
contig_32	cds	36384	37928	+	COILCL_05011	rbsA	Ribose ABC transport system, ATP-binding protein RbsA (TC 3-A1-21)	COG:COG3845, COG:F, KEGG:K17204, RefSeq:WP_004176928.1, SO:0001217, UniParc:UPI0002410112, UniRef:UniRef100_A0A1S0WKE0, UniRef:UniRef50_A0A485B5N9, UniRef:UniRef90_A0A485B5N9
contig_32	cds	37946	39013	+	COILCL_05012	araH	Sugar ABC transporter permease	COG:COG1172, COG:G, RefSeq:WP_002893591.1, SO:0001217, UniParc:UPI00018139F8, UniRef:UniRef100_A0A2V3KRC9, UniRef:UniRef50_A0A0J1LK65, UniRef:UniRef90_A0A0J1LK65
contig_32	cds	39074	39871	+	COILCL_05013		3-oxoacyl-[acyl-carrier-protein] reductase	RefSeq:WP_002893589.1, SO:0001217, UniParc:UPI0001BDCA2E, UniRef:UniRef100_A0A8S0G131, UniRef:UniRef50_A0A8S0G131, UniRef:UniRef90_A0A8S0G131
contig_32	cds	40072	40857	+	COILCL_05014	fabG	SDR family oxidoreductase	COG:COG1028, COG:I, GO:0016491, RefSeq:WP_004151668.1, SO:0001217, UniParc:UPI0002186357, UniRef:UniRef100_A0A0H3GL35, UniRef:UniRef50_A0A377Z8P0, UniRef:UniRef90_A0A377Z8P0
contig_32	cds	40910	41515	-	COILCL_05015	gstA	Glutathione S-transferase	COG:COG0625, COG:O, RefSeq:WP_004223546.1, SO:0001217, UniParc:UPI0002924A7B, UniRef:UniRef100_A0A378CD20, UniRef:UniRef50_A0AAE4SHF0, UniRef:UniRef90_A0AAE4SHF0
contig_32	cds	41770	42663	+	COILCL_05016	lysR	Glycine cleavage system transcriptional activator	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_004223543.1, SO:0001217, UniParc:UPI00021862F1, UniRef:UniRef100_A0AAX2NAJ1, UniRef:UniRef50_A0A7H4P105, UniRef:UniRef90_A0A483JQS3
contig_32	cds	42660	43916	-	COILCL_05017	mscS	Small-conductance mechanosensitive channel	COG:COG0668, COG:M, KEGG:K16053, RefSeq:WP_002893489.1, SO:0001217, UniParc:UPI0001B74054, UniRef:UniRef100_A0A0H3GTN5, UniRef:UniRef50_A0A484XI62, UniRef:UniRef90_A0A377Z6P0
contig_32	cds	44141	44587	+	COILCL_05018	ivy	Ivy family C-type lysozyme inhibitor	RefSeq:WP_004223541.1, SO:0001217, UniParc:UPI00021862F0, UniRef:UniRef100_A0A377Z660, UniRef:UniRef50_P0AD59, UniRef:UniRef90_A0A919HRN1
contig_32	cds	44633	46666	-	COILCL_05019	betT	choline BCCT transporter BetT	BlastRules:WP_000131044, COG:COG1292, COG:M, GO:0005886, GO:0006974, GO:0015220, GO:0015871, GO:0019285, GO:0022857, KEGG:K02168, RefSeq:WP_004142478.1, SO:0001217, UniParc:UPI0001575F81, UniRef:UniRef100_A0A0H3GPG4, UniRef:UniRef50_P0ABC9, UniRef:UniRef90_P0ABC9
contig_32	cds	46795	47382	+	COILCL_05020	betI	transcriptional regulator BetI	COG:COG1309, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0019285, GO:0045892, RefSeq:WP_004151671.1, SO:0001217, UniParc:UPI00018138A9, UniRef:UniRef100_B5Y006, UniRef:UniRef50_P17446, UniRef:UniRef90_P17446
contig_32	cds	47396	48868	+	COILCL_05021	betB	betaine-aldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.8, GO:0008802, GO:0019285, GO:0046872, RefSeq:WP_004147503.1, SO:0001217, UniParc:UPI00026EAC08, UniRef:UniRef100_A0A170UXK6, UniRef:UniRef50_P17445, UniRef:UniRef90_B5Y007
contig_32	cds	48882	50546	+	COILCL_05022	betA	choline dehydrogenase	COG:COG2303, COG:IR, EC:1.1.99.1, GO:0008802, GO:0008812, GO:0016020, GO:0019285, GO:0050660, KEGG:K00108, RefSeq:WP_004142489.1, SO:0001217, UniParc:UPI0001575F7E, UniRef:UniRef100_A6T613, UniRef:UniRef50_P17444, UniRef:UniRef90_A6T613
contig_32	cds	50667	51362	-	COILCL_05023	rimL	N-acetyltransferase domain-containing protein	COG:COG1670, COG:JO, RefSeq:WP_032435521.1, SO:0001217, UniParc:UPI00044F920D, UniRef:UniRef100_A0AAX2N7R0, UniRef:UniRef50_A0A919HSG2, UniRef:UniRef90_A0A8B6IMH9
contig_32	cds	51568	53136	+	COILCL_05024	ddpA	ABC transporter substrate-binding protein	COG:COG0747, COG:E, RefSeq:WP_032435523.1, SO:0001217, UniParc:UPI00044AEA28, UniRef:UniRef100_A0AAX2NB45, UniRef:UniRef50_V5Z5R4, UniRef:UniRef90_W9BEE5
contig_32	cds	53256	54278	+	COILCL_05025	dppB	ABC transport system permease component	COG:COG0601, COG:EP, RefSeq:WP_023286139.1, SO:0001217, UniParc:UPI0003BF5A04, UniRef:UniRef100_A0A377XVC1, UniRef:UniRef50_A0A169Q4F2, UniRef:UniRef90_A0A169Q4F2
contig_32	cds	54278	55111	+	COILCL_05026	dppC	ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_004142505.1, SO:0001217, UniParc:UPI0001575F24, UniRef:UniRef100_A0A0S2V1K1, UniRef:UniRef50_A0A0S2V1K1, UniRef:UniRef90_A0A0S2V1K1
contig_32	cds	55104	55940	+	COILCL_05027	dppD	ABC-type dipeptide transporter	COG:COG0444, COG:EP, RefSeq:WP_032435524.1, SO:0001217, UniParc:UPI000446ABB4, UniRef:UniRef100_A0AAX2NAW6, UniRef:UniRef50_V3R4A5, UniRef:UniRef90_A0A8B4TTG0
contig_32	cds	55927	56631	+	COILCL_05028	dppF	Glutathione import ATP-binding protein GsiA	COG:COG1124, COG:EP, RefSeq:WP_020803777.1, SO:0001217, UniParc:UPI0003421BC7, UniRef:UniRef100_A0A9Q8C1F6, UniRef:UniRef50_A0A3P8L100, UniRef:UniRef90_A0A336HE21
contig_33	tRNA	362	446	+	COILCL_05029	trnL	tRNA-Leu(caa)	SO:0000264
contig_33	cds	645	869	+	COILCL_05030		Phage integrase family site-specific recombinase	SO:0001217, UniParc:UPI00045341EE, UniRef:UniRef100_A0A919HVG6, UniRef:UniRef50_A0A919HVG6, UniRef:UniRef90_A0A919HVG6
contig_33	cds	1158	1901	+	COILCL_05031		Site-specific integrase	SO:0001217, UniRef:UniRef50_A0A9P3PC14, UniRef:UniRef90_A0A6M8UJC0
contig_33	cds	2149	2376	+	COILCL_05032	yozG	XRE family transcriptional regulator	COG:COG3655, COG:K, RefSeq:WP_001608810.1, SO:0001217, UniParc:UPI0002A410A3, UniRef:UniRef100_A0AAP9B135, UniRef:UniRef50_D3V0H6, UniRef:UniRef90_A0AAP9B135
contig_33	cds	2376	3875	+	COILCL_05033	hsdM	site-specific DNA-methyltransferase (adenine-specific)	COG:COG0286, COG:V, EC:2.1.1.72, KEGG:K03427, RefSeq:WP_032434334.1, SO:0001217, UniParc:UPI00044C88E6, UniRef:UniRef100_A0A919LPQ2, UniRef:UniRef50_A6G8I6, UniRef:UniRef90_A0A919LPQ2
contig_33	cds	3881	5371	+	COILCL_05034		site-specific DNA-methyltransferase (adenine-specific)	EC:2.1.1.72, KEGG:K03427, RefSeq:WP_196529333.1, SO:0001217, UniParc:UPI000449ACA0, UniRef:UniRef100_A0A483V9L5, UniRef:UniRef50_A0A240EKT9, UniRef:UniRef90_A0A483V9L5
contig_33	cds	5372	6574	+	COILCL_05035		Restriction endonuclease subunit S	EC:3.1.21.3, KEGG:K01154, RefSeq:WP_032434330.1, SO:0001217, UniParc:UPI00044958A0, UniRef:UniRef100_A0A919HU21, UniRef:UniRef50_A0A822JCF4, UniRef:UniRef90_A0A919HU21
contig_33	cds	6574	9636	+	COILCL_05036		Type I restriction enzyme endonuclease subunit	COG:COG0610, COG:V, EC:3.1.21.3, KEGG:K01153, RefSeq:WP_032434328.1, SO:0001217, UniParc:UPI000446BCB2, UniRef:UniRef100_A0A919HWG4, UniRef:UniRef50_A0A0C5VCD2, UniRef:UniRef90_A0A0C5VCD2
contig_33	cds	9684	9782	-	COILCL_05037		Inovirus Gp2 family protein	SO:0001217, UniParc:UPI00044EFC6C, UniRef:UniRef100_A0AAX3F4I3, UniRef:UniRef50_E3GBQ1, UniRef:UniRef90_A0AAX3F4I3
contig_33	cds	9851	10354	-	COILCL_05038		DNA-directed RNA polymerase, beta subunit/140 kD subunit	RefSeq:WP_093987564.1, SO:0001217, UniParc:UPI0004463730, UniRef:UniRef100_A0AAX2NCC7, UniRef:UniRef50_A0A828NNB1, UniRef:UniRef90_A0A828NNB1
contig_33	cds	10654	11187	-	COILCL_05039		Secretoglobin family protein	RefSeq:WP_020839065.1, SO:0001217, UniParc:UPI0003591D3A, UniRef:UniRef100_A0A828NQP3, UniRef:UniRef50_E3GBP9, UniRef:UniRef90_E3GBP9
contig_33	cds	11311	11457	-	COILCL_05040		Secretoglobin family protein	RefSeq:WP_223176205.1, SO:0001217, UniParc:UPI0004528B00, UniRef:UniRef100_E3GBP8, UniRef:UniRef50_A0A6G9RT03, UniRef:UniRef90_A0A6G9RT03
contig_33	cds	11879	12145	-	COILCL_05041	alpA	Transcriptional regulator AlpA family	SO:0001217, UniParc:UPI000447FBE9, UniRef:UniRef100_A0A919HU45, UniRef:UniRef50_A0A6P1Q6U8, UniRef:UniRef90_A0AAX2BUE6
contig_33	cds	12249	12830	-	COILCL_05042		Inovirus Gp2 family protein	RefSeq:WP_032434325.1, SO:0001217, UniParc:UPI00044EE5AC, UniRef:UniRef100_A0A919HXA1, UniRef:UniRef50_E3GBP6, UniRef:UniRef90_E3GBP6
contig_33	cds	13209	14006	+	COILCL_05043	copG	Ribbon-helix-helix protein CopG domain-containing protein	RefSeq:WP_032434323.1, SO:0001217, UniParc:UPI0004496B75, UniRef:UniRef100_A0A919I2P4, UniRef:UniRef50_E3GBP5, UniRef:UniRef90_E3GBP5
contig_33	cds	14461	15267	-	COILCL_05044		GIY-YIG nuclease family protein	RefSeq:WP_032434321.1, SO:0001217, UniParc:UPI00044ECAA8, UniRef:UniRef100_A0AAX2NCI1, UniRef:UniRef50_A0A828NPL8, UniRef:UniRef90_A0A828NPL8
contig_33	cds	15269	16177	-	COILCL_05045		hypothetical protein	RefSeq:WP_032434319.1, SO:0001217, UniParc:UPI00044C7D23, UniRef:UniRef100_A0A919LWA7, UniRef:UniRef50_A0A828NVJ2, UniRef:UniRef90_A0A828NVJ2
contig_33	cds	16646	18955	+	COILCL_05046		ATPase	RefSeq:WP_032434317.1, SO:0001217, UniParc:UPI000450B950, UniRef:UniRef100_A0A919HU11, UniRef:UniRef50_J7FN13, UniRef:UniRef90_A0A3P5DTZ3
contig_33	cds	18959	20275	+	COILCL_05047		ATP-binding protein	RefSeq:WP_032434310.1, SO:0001217, UniParc:UPI000448E1F9, UniRef:UniRef100_A0A919HWF3, UniRef:UniRef50_Q3J1E0, UniRef:UniRef90_J7FRP9
contig_33	cds	20272	22470	+	COILCL_05048	crhR	RNA helicase CrhR	RefSeq:WP_032434308.1, SO:0001217, UniParc:UPI00044D417E, UniRef:UniRef100_A0A919HVR6, UniRef:UniRef50_A0A2C6DDC9, UniRef:UniRef90_A0A3P5DU14
contig_33	cds	23335	27624	+	COILCL_05049		ATP-binding protein	SO:0001217, UniParc:UPI00044D4087, UniRef:UniRef100_A0A919HTR9, UniRef:UniRef50_A0A919HTR9, UniRef:UniRef90_A0A919HTR9
contig_33	cds	28030	29544	-	COILCL_05050		SIR2-like domain-containing protein	RefSeq:WP_032434307.1, SO:0001217, UniParc:UPI00044708BD, UniRef:UniRef100_A0A919HUW9, UniRef:UniRef50_A0A5M9P466, UniRef:UniRef90_A0A919HUW9
contig_33	cds	29898	30536	+	COILCL_05051		GTPase family protein	SO:0001217, UniParc:UPI00044919EB, UniRef:UniRef100_A0A919HYS1, UniRef:UniRef50_C7BP25, UniRef:UniRef90_A0A919HYS1
contig_33	cds	30533	30772	+	COILCL_05052	yeeP	G domain-containing protein	COG:COG3596, COG:R, SO:0001217, UniParc:UPI00045137E8, UniRef:UniRef100_A0A919HU34, UniRef:UniRef50_W0L5P4, UniRef:UniRef90_A0A979GCX7
contig_33	cds	31016	31732	+	COILCL_05053	yobV	HTH deoR-type domain-containing protein	COG:COG2378, COG:K, RefSeq:WP_032434305.1, SO:0001217, UniParc:UPI00044C2794, UniRef:UniRef100_A0A919HX91, UniRef:UniRef50_P52133, UniRef:UniRef90_A0AAN3RS20
contig_33	cds	31665	31805	-	COILCL_05054		MFS transporter	SO:0001217, UniParc:UPI0004452689, UniRef:UniRef100_A0AAX2NCB1, UniRef:UniRef50_A0A486QYL0, UniRef:UniRef90_A0A486QYL0
contig_33	cds	31960	32220	+	COILCL_05055		hypothetical protein	
contig_33	cds	32292	32765	+	COILCL_05056		CP4-6 prophage protein	RefSeq:WP_032434303.1, SO:0001217, UniParc:UPI000448F26A, UniRef:UniRef100_A0A919HVE7, UniRef:UniRef50_A0A506V916, UniRef:UniRef90_A0A919HVE7
contig_33	cds	32885	33706	+	COILCL_05057		DUF945 domain-containing protein	RefSeq:WP_032434301.1, SO:0001217, UniParc:UPI00044B94AC, UniRef:UniRef100_A0A919LU81, UniRef:UniRef50_Q6KD15, UniRef:UniRef90_L0MLM4
contig_33	cds	33737	34177	+	COILCL_05058		Antirestriction protein	RefSeq:WP_032434300.1, SO:0001217, UniParc:UPI000446CE97, UniRef:UniRef100_A0A919LTD6, UniRef:UniRef50_P52139, UniRef:UniRef90_A0A8T6BHK3
contig_33	cds	34190	34732	+	COILCL_05059		MPN domain-containing protein	KEGG:K03630, RefSeq:WP_032434298.1, SO:0001217, UniParc:UPI0004531A64, UniRef:UniRef100_A0A919M0K9, UniRef:UniRef50_Q664A4, UniRef:UniRef90_A0A0L0H390
contig_33	cds	34743	35084	+	COILCL_05060	yfjZ	Antitoxin YfjZ	KEGG:K18838, RefSeq:WP_032434296.1, SO:0001217, UniParc:UPI000450A3C8, UniRef:UniRef100_A0A939NIK9, UniRef:UniRef50_Q47684, UniRef:UniRef90_A0A939NIK9
contig_33	cds	35105	35446	+	COILCL_05061		Toxin	KEGG:K18837, RefSeq:WP_071994632.1, SO:0001217, UniParc:UPI0004526809, UniRef:UniRef100_A0A939NMR5, UniRef:UniRef50_P77692, UniRef:UniRef90_A0A939NMR5
contig_33	cds	35638	37671	-	COILCL_05062		NERD domain-containing protein	RefSeq:WP_050598589.1, SO:0001217, UniParc:UPI00044D0F81, UniRef:UniRef100_A0A919HU01, UniRef:UniRef50_A0A1B8YBV5, UniRef:UniRef90_A0A919HU01
contig_33	cds	38262	39131	-	COILCL_05063		phosphorothioated DNA-binding restriction endonuclease	COG:COG3440, COG:V, GO:0009307, GO:0015666, KEGG:K07454, RefSeq:WP_023317468.1, SO:0001217, UniParc:UPI0003BEE2FE, UniRef:UniRef100_A0AAW9UGC4, UniRef:UniRef50_A0A140NMQ2, UniRef:UniRef90_A0A0H3GHM9
contig_33	cds	39375	41054	-	COILCL_05064	xynB2	Beta-xylosidase	COG:COG3507, COG:G, RefSeq:WP_009309833.1, SO:0001217, UniParc:UPI0001A58207, UniRef:UniRef100_A0A332K693, UniRef:UniRef50_A0A2J5PU66, UniRef:UniRef90_A0A2S6E8A3
contig_33	cds	41113	42567	-	COILCL_05065	melB	MFS transporter	COG:COG2211, COG:G, SO:0001217, UniParc:UPI0002686FD0, UniRef:UniRef100_A0A0H3GIH6, UniRef:UniRef50_A0A4V0HHR0, UniRef:UniRef90_A0A4V0HHR0
contig_33	cds	42979	44298	+	COILCL_05066	xylA	xylose isomerase	COG:COG2115, COG:G, EC:5.3.1.5, GO:0009045, GO:0042732, RefSeq:WP_023284594.1, SO:0001217, UniParc:UPI0003BE619B, UniRef:UniRef100_A0A372KXF0, UniRef:UniRef50_P00944, UniRef:UniRef90_A0A0C7KK16
contig_34	cds	511	1539	+	COILCL_05067	epd	erythrose-4-phosphate dehydrogenase	COG:COG0057, COG:G, EC:1.2.1.72, GO:0004365, GO:0005829, GO:0006006, GO:0008615, GO:0042823, GO:0048001, GO:0050661, GO:0051287, RefSeq:WP_002916512.1, SO:0001217, UniParc:UPI0001A587F1, UniRef:UniRef100_A0A0H3GSZ3, UniRef:UniRef50_P0C6C2, UniRef:UniRef90_Q7CPU5
contig_34	cds	1579	2742	+	COILCL_05068	pgk	phosphoglycerate kinase	BlastRules:WP_000111274, COG:COG0126, COG:G, EC:2.7.2.3, GO:0004618, GO:0005524, GO:0005829, GO:0006094, GO:0006096, GO:0043531, GO:0097216, KEGG:K00927, RefSeq:WP_002916508.1, SO:0001217, UniParc:UPI0001A587F0, UniRef:UniRef100_A0A0H3H2Q3, UniRef:UniRef50_P0A799, UniRef:UniRef90_P0A799
contig_34	cds	2840	3919	+	COILCL_05069	fbaA	class II fructose-bisphosphate aldolase	COG:COG0191, COG:G, EC:4.1.2.13, GO:0004332, GO:0005829, GO:0005975, GO:0006094, GO:0006096, GO:0008270, GO:0042802, GO:0042803, KEGG:K01624, RefSeq:WP_004144748.1, SO:0001217, UniParc:UPI00015766BE, UniRef:UniRef100_A0A378AP67, UniRef:UniRef50_P0AB71, UniRef:UniRef90_P0AB71
contig_34	cds	4110	4967	+	COILCL_05070	mscS	Small-conductance mechanosensitive channel	COG:COG0668, COG:M, RefSeq:WP_002916504.1, SO:0001217, UniParc:UPI00003DE306, UniRef:UniRef100_A0A0H3GXD9, UniRef:UniRef50_P0C0S1, UniRef:UniRef90_B5XUC0
